duration,day_of_week,user_type
4.61065,Thursday,Registered
7.6886833333333335,Thursday,Casual
6.828516666666666,Thursday,Registered
23.74375,Thursday,Casual
15.045583333333333,Thursday,Registered
14.765983333333333,Thursday,Registered
20.63415,Thursday,Registered
8.79905,Thursday,Registered
166.20593333333332,Thursday,Casual
41.56935,Thursday,Casual
32.736666666666665,Thursday,Casual
12.258683333333334,Thursday,Registered
10.0402,Thursday,Registered
4.322283333333333,Thursday,Registered
7.626483333333334,Thursday,Registered
5.588883333333333,Thursday,Registered
12.7354,Thursday,Registered
17.531183333333335,Thursday,Registered
10.957966666666668,Thursday,Registered
170.3365,Thursday,Casual
150.7699,Thursday,Casual
8.393566666666667,Thursday,Casual
20.554983333333332,Thursday,Registered
20.116716666666665,Thursday,Registered
2.606883333333333,Thursday,Registered
126.58925,Thursday,Casual
21.224616666666666,Thursday,Registered
38.6929,Thursday,Casual
6.098683333333334,Thursday,Registered
24.0259,Thursday,Casual
8.820683333333333,Thursday,Registered
3.192,Thursday,Registered
28.673416666666668,Thursday,Casual
16.542666666666666,Thursday,Registered
103.9823,Thursday,Casual
16.70625,Thursday,Casual
6.014983333333333,Thursday,Registered
33.95603333333333,Thursday,Registered
2.185,Thursday,Registered
9.9987,Thursday,Registered
10.757116666666667,Thursday,Casual
6.7771,Thursday,Registered
5.95,Thursday,Registered
5.57985,Thursday,Registered
2.95375,Thursday,Registered
42.321016666666665,Thursday,Casual
6.57345,Thursday,Registered
20.302116666666667,Thursday,Registered
24.063716666666668,Thursday,Casual
30.69745,Thursday,Casual
3.5915666666666666,Thursday,Registered
3.3659833333333333,Thursday,Registered
13.279433333333333,Thursday,Casual
124.14275,Thursday,Casual
17.609983333333332,Thursday,Registered
2.5852333333333335,Thursday,Registered
22.8263,Thursday,Casual
58.403166666666664,Thursday,Casual
3.5524666666666667,Thursday,Registered
14.236916666666668,Thursday,Registered
27.719466666666666,Thursday,Casual
18.984783333333333,Thursday,Registered
17.838166666666666,Thursday,Registered
6.767833333333333,Thursday,Registered
16.824116666666665,Thursday,Casual
7.969133333333334,Thursday,Registered
25.577616666666668,Thursday,Registered
5.316916666666667,Thursday,Registered
13.909583333333334,Thursday,Registered
2.6536833333333334,Thursday,Registered
9.938266666666667,Thursday,Registered
9.7919,Thursday,Registered
3.8214,Thursday,Registered
24.243766666666666,Thursday,Casual
16.199716666666667,Thursday,Registered
10.7989,Thursday,Registered
13.937666666666667,Thursday,Registered
21.82395,Thursday,Registered
5.1333166666666665,Thursday,Registered
26.92875,Thursday,Casual
3.2380833333333334,Thursday,Registered
25.5551,Thursday,Registered
18.627116666666666,Thursday,Registered
10.494266666666666,Thursday,Casual
10.465866666666667,Thursday,Registered
4.851533333333333,Thursday,Registered
61.70393333333333,Thursday,Casual
14.772216666666667,Thursday,Registered
26.3429,Thursday,Registered
12.624583333333334,Thursday,Registered
12.126166666666666,Thursday,Registered
1.7206666666666666,Thursday,Registered
11.1,Thursday,Registered
9.060083333333333,Thursday,Registered
14.148316666666666,Thursday,Registered
16.943,Thursday,Registered
16.52735,Thursday,Registered
4.2148666666666665,Thursday,Registered
5.272866666666666,Thursday,Registered
19.809233333333335,Thursday,Registered
30.13815,Thursday,Registered
10.749433333333334,Thursday,Registered
13.08355,Thursday,Registered
2.4930833333333333,Thursday,Registered
16.298883333333333,Thursday,Registered
10.816916666666666,Thursday,Registered
29.642616666666665,Thursday,Registered
14.940716666666667,Thursday,Registered
14.172833333333333,Thursday,Registered
7.5432,Thursday,Registered
8.800966666666667,Thursday,Registered
8.413633333333333,Thursday,Registered
16.72865,Thursday,Registered
9.1411,Wednesday,Casual
1.0214166666666666,Wednesday,Registered
7.980583333333334,Wednesday,Casual
9.225783333333334,Wednesday,Registered
5.936533333333333,Wednesday,Registered
8.051633333333333,Wednesday,Registered
4.08485,Wednesday,Registered
10.360466666666667,Wednesday,Registered
15.0785,Wednesday,Registered
5.071383333333333,Wednesday,Registered
2.215116666666667,Wednesday,Registered
17.121133333333333,Wednesday,Registered
6.703766666666667,Wednesday,Registered
3.3041,Wednesday,Registered
6.030683333333333,Wednesday,Registered
6.399866666666667,Wednesday,Registered
7.286666666666667,Wednesday,Registered
13.5729,Wednesday,Registered
8.167816666666667,Wednesday,Registered
8.095983333333333,Wednesday,Registered
8.381416666666667,Wednesday,Registered
9.936966666666667,Wednesday,Registered
4.549783333333333,Wednesday,Registered
19.808766666666667,Wednesday,Casual
17.28365,Wednesday,Registered
54.176966666666665,Wednesday,Registered
2.872933333333333,Wednesday,Registered
6.8894,Wednesday,Registered
7.757933333333333,Wednesday,Registered
7.559666666666667,Wednesday,Registered
5.576733333333333,Wednesday,Registered
11.985416666666667,Wednesday,Registered
14.460366666666667,Wednesday,Casual
24.146333333333335,Wednesday,Registered
8.270916666666666,Wednesday,Registered
3.8695,Wednesday,Registered
54.190783333333336,Wednesday,Registered
15.64725,Wednesday,Registered
10.090133333333334,Wednesday,Registered
18.759,Wednesday,Registered
6.903566666666666,Wednesday,Registered
14.07545,Wednesday,Registered
4.7488166666666665,Wednesday,Registered
13.444016666666666,Wednesday,Registered
2.51425,Wednesday,Registered
3.083,Wednesday,Registered
11.39465,Wednesday,Registered
85.3903,Wednesday,Casual
55.346983333333334,Wednesday,Casual
22.796133333333334,Wednesday,Registered
17.98143333333333,Wednesday,Registered
3.9442666666666666,Wednesday,Registered
5.4496166666666666,Wednesday,Registered
16.596766666666667,Wednesday,Casual
13.104533333333332,Wednesday,Registered
20.3924,Wednesday,Registered
6.73845,Wednesday,Registered
12.4786,Wednesday,Registered
26.944133333333333,Wednesday,Casual
6.435866666666667,Wednesday,Registered
7.625116666666667,Wednesday,Registered
5.521716666666666,Wednesday,Registered
23.044866666666667,Wednesday,Registered
8.955533333333333,Wednesday,Registered
44.665866666666666,Wednesday,Registered
9.301266666666667,Wednesday,Registered
8.7806,Wednesday,Registered
5.251766666666667,Wednesday,Registered
16.2816,Wednesday,Registered
4.71915,Wednesday,Registered
10.28505,Wednesday,Registered
14.471883333333333,Wednesday,Registered
2.5761666666666665,Wednesday,Registered
15.525533333333334,Wednesday,Registered
7.1059,Wednesday,Registered
23.246766666666666,Wednesday,Registered
26.538916666666665,Wednesday,Casual
27.792916666666667,Wednesday,Registered
9.931416666666667,Wednesday,Registered
22.601733333333332,Wednesday,Registered
23.50336666666667,Wednesday,Registered
7.8174166666666665,Wednesday,Registered
5.358466666666667,Wednesday,Registered
5.0050333333333334,Wednesday,Registered
7.3780833333333335,Wednesday,Registered
24.75985,Wednesday,Registered
8.515066666666666,Wednesday,Registered
30.334866666666667,Wednesday,Registered
53.13673333333333,Wednesday,Casual
5.140516666666667,Wednesday,Registered
8.95605,Wednesday,Registered
3.9678333333333335,Wednesday,Registered
8.1137,Wednesday,Casual
11.010683333333333,Wednesday,Registered
8.799066666666667,Wednesday,Registered
15.2159,Wednesday,Registered
3.65605,Wednesday,Registered
7.45495,Wednesday,Registered
11.075883333333334,Wednesday,Registered
4.6158166666666665,Wednesday,Registered
19.7417,Wednesday,Registered
7.4634833333333335,Wednesday,Registered
125.13223333333333,Wednesday,Casual
8.206166666666666,Wednesday,Registered
8.37355,Wednesday,Registered
7.5769,Wednesday,Registered
4.56535,Wednesday,Registered
17.03611666666667,Wednesday,Registered
99.34578333333333,Wednesday,Casual
8.16105,Wednesday,Registered
12.6327,Wednesday,Registered
9.34585,Wednesday,Registered
12.122,Wednesday,Registered
5.229733333333333,Wednesday,Registered
38.26625,Wednesday,Casual
13.589383333333334,Wednesday,Registered
24.413533333333334,Wednesday,Casual
11.55345,Wednesday,Casual
4.7358666666666664,Wednesday,Registered
33.357683333333334,Wednesday,Casual
11.246783333333333,Wednesday,Registered
18.161416666666668,Wednesday,Registered
2.946633333333333,Wednesday,Registered
12.454616666666666,Wednesday,Registered
6.513733333333334,Wednesday,Registered
20.9331,Wednesday,Registered
52.10508333333333,Wednesday,Casual
5.814166666666667,Wednesday,Registered
18.240216666666665,Wednesday,Casual
59.08355,Wednesday,Casual
6.775316666666667,Wednesday,Registered
19.787383333333334,Wednesday,Registered
3.9586333333333332,Wednesday,Registered
7.968466666666667,Wednesday,Registered
46.55356666666667,Wednesday,Registered
27.056283333333333,Wednesday,Casual
8.394183333333334,Wednesday,Registered
23.68325,Wednesday,Registered
61.6232,Wednesday,Casual
20.417383333333333,Wednesday,Registered
27.00048333333333,Wednesday,Casual
6.125066666666667,Wednesday,Registered
29.8423,Wednesday,Casual
16.109483333333333,Wednesday,Casual
27.999716666666668,Wednesday,Casual
5.736266666666666,Wednesday,Registered
36.02653333333333,Wednesday,Registered
22.212566666666667,Wednesday,Registered
18.225883333333332,Wednesday,Casual
3.7897833333333333,Wednesday,Registered
2.8313166666666665,Wednesday,Registered
89.8626,Wednesday,Casual
5.134633333333333,Wednesday,Registered
53.65871666666666,Wednesday,Casual
16.756483333333332,Wednesday,Casual
6.676166666666667,Wednesday,Registered
20.984483333333333,Wednesday,Casual
13.5841,Wednesday,Registered
17.895066666666665,Wednesday,Casual
6.8364,Wednesday,Registered
2.2007833333333333,Wednesday,Registered
25.131783333333335,Wednesday,Registered
6.0425,Wednesday,Registered
6.765083333333333,Wednesday,Registered
3.1217333333333332,Wednesday,Registered
6.446516666666667,Wednesday,Registered
28.9903,Wednesday,Casual
10.421233333333333,Wednesday,Registered
7.518766666666667,Wednesday,Registered
12.685766666666666,Wednesday,Registered
61.083133333333336,Wednesday,Casual
17.7007,Wednesday,Registered
195.37956666666668,Wednesday,Casual
132.77611666666667,Wednesday,Casual
93.52908333333333,Wednesday,Casual
156.4943,Wednesday,Casual
4.735,Wednesday,Registered
6.1408,Wednesday,Registered
39.07953333333333,Wednesday,Casual
27.989966666666668,Wednesday,Registered
7.524166666666667,Wednesday,Registered
15.785916666666667,Wednesday,Registered
8.1854,Wednesday,Registered
11.757683333333333,Wednesday,Registered
3.2981333333333334,Wednesday,Registered
5.536483333333333,Wednesday,Registered
13.74535,Wednesday,Registered
6.05255,Wednesday,Registered
7.594766666666667,Wednesday,Registered
18.007216666666668,Wednesday,Registered
15.482183333333333,Wednesday,Registered
1.6547666666666667,Wednesday,Registered
6.64175,Wednesday,Registered
5.7450833333333335,Wednesday,Registered
7.645116666666667,Wednesday,Registered
24.162116666666666,Wednesday,Registered
8.63425,Wednesday,Registered
23.846,Wednesday,Registered
10.34215,Wednesday,Registered
39.192366666666665,Wednesday,Registered
14.008183333333333,Wednesday,Registered
13.3467,Wednesday,Registered
6.3446,Wednesday,Registered
6.906383333333333,Wednesday,Registered
3.236466666666667,Wednesday,Registered
14.697116666666666,Wednesday,Registered
7.822433333333334,Wednesday,Registered
17.177583333333335,Wednesday,Registered
3.825066666666667,Wednesday,Registered
1.81205,Wednesday,Registered
10.588783333333334,Wednesday,Registered
12.51015,Wednesday,Casual
13.003816666666667,Wednesday,Casual
3.1101833333333335,Wednesday,Registered
13.010816666666667,Wednesday,Registered
6.8269,Wednesday,Registered
3.706183333333333,Wednesday,Registered
14.53495,Wednesday,Registered
12.757666666666667,Wednesday,Registered
10.02065,Wednesday,Registered
8.334583333333333,Wednesday,Registered
5.239716666666666,Wednesday,Registered
15.340283333333334,Wednesday,Registered
9.664233333333334,Wednesday,Registered
4.242566666666667,Wednesday,Registered
2.564566666666667,Wednesday,Registered
4.60735,Wednesday,Registered
4.744,Wednesday,Registered
20.870433333333335,Wednesday,Registered
4.530216666666667,Wednesday,Registered
14.698466666666667,Wednesday,Registered
18.06545,Wednesday,Registered
8.801933333333332,Wednesday,Registered
24.374216666666666,Wednesday,Registered
2.9713333333333334,Wednesday,Registered
15.78565,Wednesday,Registered
14.573966666666667,Wednesday,Registered
16.045133333333332,Wednesday,Registered
8.73475,Tuesday,Registered
10.204983333333333,Tuesday,Registered
11.4558,Tuesday,Registered
6.533216666666666,Tuesday,Registered
9.87975,Tuesday,Registered
18.27805,Tuesday,Registered
18.114233333333335,Tuesday,Registered
21.744033333333334,Tuesday,Registered
5.841816666666666,Tuesday,Registered
22.046316666666666,Tuesday,Registered
4.448083333333333,Tuesday,Registered
18.870383333333333,Tuesday,Casual
6.0712,Tuesday,Registered
11.291683333333333,Tuesday,Registered
22.20605,Tuesday,Registered
16.621,Tuesday,Registered
7.921616666666667,Tuesday,Registered
14.09055,Tuesday,Registered
9.314216666666667,Tuesday,Registered
9.413833333333333,Tuesday,Registered
4.24745,Tuesday,Registered
4.621616666666666,Tuesday,Registered
7.60085,Tuesday,Casual
55.91903333333333,Tuesday,Casual
9.508416666666667,Tuesday,Registered
13.525,Tuesday,Registered
9.480866666666667,Tuesday,Registered
12.23785,Tuesday,Registered
8.19585,Tuesday,Registered
2.50115,Tuesday,Registered
10.349083333333333,Tuesday,Registered
5.364333333333334,Tuesday,Registered
7.4755,Tuesday,Registered
14.09055,Tuesday,Registered
7.40835,Tuesday,Registered
27.056833333333334,Tuesday,Registered
2.29655,Tuesday,Registered
3.2238,Tuesday,Registered
5.917683333333334,Tuesday,Registered
7.444616666666667,Tuesday,Registered
6.352333333333333,Tuesday,Registered
50.211483333333334,Tuesday,Registered
6.7747,Tuesday,Registered
41.71763333333333,Tuesday,Registered
15.8176,Tuesday,Registered
10.597333333333333,Tuesday,Registered
4.76525,Tuesday,Registered
20.250516666666666,Tuesday,Casual
30.00958333333333,Tuesday,Registered
11.267683333333334,Tuesday,Registered
5.13365,Tuesday,Registered
6.366916666666667,Tuesday,Registered
16.84705,Tuesday,Casual
14.8039,Tuesday,Registered
21.398716666666665,Tuesday,Casual
12.600316666666666,Tuesday,Registered
15.393116666666666,Tuesday,Registered
24.181716666666667,Tuesday,Registered
2.7583333333333333,Tuesday,Registered
6.710083333333333,Tuesday,Registered
15.47445,Tuesday,Registered
9.098516666666667,Tuesday,Registered
2.2943333333333333,Tuesday,Registered
11.379316666666666,Tuesday,Registered
9.819233333333333,Tuesday,Registered
11.00505,Tuesday,Registered
13.274966666666666,Tuesday,Registered
22.655066666666666,Tuesday,Registered
6.35975,Tuesday,Registered
8.039333333333333,Tuesday,Registered
62.190333333333335,Tuesday,Casual
7.375583333333333,Tuesday,Registered
16.238133333333334,Tuesday,Casual
6.65655,Tuesday,Registered
3.2024666666666666,Tuesday,Registered
5.007766666666667,Tuesday,Registered
10.0767,Tuesday,Registered
13.3221,Tuesday,Registered
27.74675,Tuesday,Casual
4.0199,Tuesday,Registered
6.5720833333333335,Tuesday,Registered
15.336266666666667,Tuesday,Registered
12.681233333333333,Tuesday,Registered
8.30595,Tuesday,Registered
6.322883333333333,Tuesday,Registered
3.6967666666666665,Tuesday,Registered
24.694283333333335,Tuesday,Casual
49.07191666666667,Tuesday,Casual
8.280783333333334,Tuesday,Registered
4.652916666666667,Tuesday,Registered
13.33165,Tuesday,Registered
10.9259,Tuesday,Registered
4.466483333333334,Tuesday,Registered
3.0681333333333334,Tuesday,Registered
15.9736,Tuesday,Casual
17.9217,Tuesday,Registered
9.197416666666667,Tuesday,Registered
4.85315,Tuesday,Registered
9.6413,Tuesday,Registered
8.293816666666666,Tuesday,Registered
24.84135,Tuesday,Registered
8.212633333333333,Tuesday,Casual
15.59945,Tuesday,Registered
48.39595,Tuesday,Casual
11.000766666666667,Tuesday,Registered
15.569733333333334,Tuesday,Registered
27.690333333333335,Tuesday,Casual
28.301033333333333,Tuesday,Casual
11.431616666666667,Tuesday,Casual
5.56795,Tuesday,Registered
6.071716666666667,Tuesday,Registered
144.80608333333333,Tuesday,Casual
136.25465,Tuesday,Casual
6.79005,Tuesday,Registered
14.454783333333333,Tuesday,Registered
23.156166666666667,Tuesday,Registered
155.39238333333333,Tuesday,Casual
26.491533333333333,Tuesday,Casual
57.3309,Tuesday,Casual
4.899816666666666,Tuesday,Registered
14.1741,Tuesday,Registered
6.514366666666667,Tuesday,Registered
18.6154,Tuesday,Registered
3.9732666666666665,Tuesday,Registered
7.708083333333334,Tuesday,Casual
20.47915,Tuesday,Casual
4.712083333333333,Tuesday,Registered
43.856516666666664,Tuesday,Casual
179.82705,Tuesday,Casual
14.19295,Tuesday,Registered
30.31305,Tuesday,Casual
5.462283333333334,Tuesday,Registered
6.20525,Tuesday,Registered
15.336,Tuesday,Registered
14.5843,Tuesday,Registered
18.340916666666665,Tuesday,Registered
7.2286,Tuesday,Registered
16.058366666666668,Tuesday,Registered
19.124583333333334,Tuesday,Casual
4.184533333333333,Tuesday,Registered
6.092883333333333,Tuesday,Registered
8.647333333333334,Tuesday,Registered
12.070183333333333,Tuesday,Casual
6.6565666666666665,Tuesday,Registered
7.788166666666666,Tuesday,Registered
6.26135,Tuesday,Registered
17.332833333333333,Tuesday,Registered
21.62985,Tuesday,Registered
36.85851666666667,Tuesday,Casual
10.367666666666667,Tuesday,Casual
16.948733333333333,Tuesday,Casual
6.69055,Tuesday,Registered
8.642383333333333,Tuesday,Registered
16.732,Tuesday,Registered
10.60755,Tuesday,Registered
6.711416666666667,Tuesday,Registered
26.9529,Tuesday,Registered
7.653666666666667,Tuesday,Registered
4.0343,Tuesday,Registered
24.09895,Tuesday,Registered
13.359566666666666,Tuesday,Registered
8.066483333333334,Tuesday,Registered
10.445866666666667,Tuesday,Casual
5.2253,Tuesday,Registered
13.438933333333333,Tuesday,Registered
23.163983333333334,Tuesday,Registered
7.681516666666667,Tuesday,Registered
13.029616666666668,Tuesday,Registered
4.75255,Tuesday,Registered
34.79508333333333,Tuesday,Casual
11.023166666666667,Tuesday,Registered
20.2785,Tuesday,Registered
12.2557,Tuesday,Registered
4.713866666666667,Tuesday,Registered
12.165883333333333,Tuesday,Registered
4.1597,Tuesday,Registered
18.1637,Tuesday,Registered
8.414116666666667,Tuesday,Registered
11.042933333333334,Tuesday,Registered
6.5911,Tuesday,Registered
14.534716666666666,Tuesday,Registered
14.821416666666666,Tuesday,Registered
16.058133333333334,Tuesday,Registered
9.11285,Tuesday,Registered
6.879383333333333,Tuesday,Registered
4.14135,Tuesday,Registered
14.42135,Tuesday,Registered
10.7477,Tuesday,Registered
7.9839,Tuesday,Registered
6.641766666666666,Tuesday,Registered
15.112066666666667,Tuesday,Registered
14.006133333333333,Tuesday,Registered
24.32355,Tuesday,Registered
18.515166666666666,Tuesday,Registered
12.515183333333333,Tuesday,Registered
5.1216,Tuesday,Registered
5.568116666666667,Tuesday,Registered
9.134316666666667,Tuesday,Registered
11.718533333333333,Tuesday,Registered
11.79335,Tuesday,Registered
12.333183333333332,Tuesday,Registered
6.734866666666667,Tuesday,Registered
5.6591,Tuesday,Registered
7.2032,Tuesday,Registered
5.3426,Tuesday,Registered
22.147,Tuesday,Registered
9.135383333333333,Tuesday,Registered
5.415166666666667,Tuesday,Registered
1.8280666666666667,Tuesday,Registered
781.93505,Tuesday,Casual
8.759333333333334,Tuesday,Registered
9.400016666666666,Tuesday,Registered
14.071233333333334,Monday,Registered
10.640616666666666,Monday,Registered
20.60718333333333,Monday,Registered
3.9923166666666665,Monday,Registered
10.53975,Monday,Registered
5.447266666666667,Monday,Registered
34.7343,Monday,Casual
9.045233333333334,Monday,Registered
17.9647,Monday,Registered
13.471183333333334,Monday,Registered
20.53023333333333,Monday,Registered
28.23595,Monday,Registered
14.071333333333333,Monday,Registered
19.5433,Monday,Registered
2.4513,Monday,Registered
5.239633333333333,Monday,Registered
22.827916666666667,Monday,Registered
11.902083333333334,Monday,Registered
28.60621666666667,Monday,Casual
20.366383333333335,Monday,Casual
4.94395,Monday,Registered
19.619466666666668,Monday,Registered
11.23855,Monday,Registered
6.36845,Monday,Registered
26.03445,Monday,Registered
13.455916666666667,Monday,Registered
12.420483333333333,Monday,Registered
46.644466666666666,Monday,Casual
2.41255,Monday,Registered
8.557516666666666,Monday,Registered
2.443033333333333,Monday,Registered
29.598166666666668,Monday,Registered
6.374883333333333,Monday,Registered
11.8125,Monday,Registered
5.414,Monday,Registered
21.98678333333333,Monday,Registered
10.57455,Monday,Registered
6.26275,Monday,Registered
12.193683333333333,Monday,Registered
75.90318333333333,Monday,Casual
11.99445,Monday,Registered
24.898033333333334,Monday,Registered
3.7169,Monday,Registered
7.674533333333334,Monday,Registered
10.47365,Monday,Registered
5.7737,Monday,Registered
24.260916666666667,Monday,Registered
11.754516666666667,Monday,Registered
13.352466666666666,Monday,Registered
10.5307,Monday,Registered
16.457233333333335,Monday,Registered
5.424783333333333,Monday,Registered
10.986116666666666,Monday,Registered
12.098133333333333,Monday,Registered
6.3401,Monday,Registered
34.343466666666664,Monday,Casual
7.6875333333333336,Monday,Registered
21.325466666666667,Monday,Registered
17.427316666666666,Monday,Registered
15.3419,Monday,Registered
12.448216666666667,Monday,Registered
11.098766666666666,Monday,Registered
10.9237,Monday,Registered
8.700116666666666,Monday,Casual
19.71735,Monday,Registered
27.657316666666667,Monday,Registered
4.758233333333333,Monday,Registered
15.754633333333333,Monday,Registered
10.465783333333333,Monday,Registered
26.300683333333332,Monday,Registered
16.077183333333334,Monday,Registered
22.494533333333333,Monday,Registered
12.165516666666667,Monday,Registered
11.897833333333333,Monday,Registered
14.899266666666668,Monday,Registered
5.229516666666667,Monday,Registered
73.50928333333333,Monday,Casual
8.763383333333334,Monday,Casual
9.2892,Monday,Registered
24.763266666666667,Monday,Casual
9.870066666666666,Monday,Registered
3.1306333333333334,Monday,Registered
6.962816666666667,Monday,Registered
28.865733333333335,Monday,Registered
3.82555,Monday,Registered
199.73688333333334,Monday,Casual
57.557183333333334,Monday,Casual
108.69643333333333,Monday,Casual
1.7933333333333332,Monday,Registered
128.30291666666668,Monday,Casual
9.317516666666666,Monday,Registered
6.3940166666666665,Monday,Registered
14.566216666666667,Monday,Registered
17.646433333333334,Monday,Registered
8.73635,Monday,Registered
10.703866666666666,Monday,Registered
11.5349,Monday,Registered
22.147816666666667,Monday,Registered
11.398733333333332,Monday,Registered
20.361366666666665,Monday,Registered
6.753583333333333,Monday,Registered
5.937733333333333,Monday,Registered
2.76945,Monday,Registered
36.85516666666667,Monday,Registered
28.296866666666666,Monday,Casual
24.049,Monday,Casual
29.461333333333332,Monday,Registered
5.471183333333333,Monday,Registered
80.40875,Monday,Registered
3.0591833333333334,Monday,Registered
1.12655,Monday,Casual
15.083283333333334,Monday,Registered
80.44818333333333,Monday,Casual
23.4106,Monday,Registered
43.406933333333335,Monday,Registered
9.364583333333334,Monday,Registered
29.52545,Monday,Registered
20.238733333333332,Monday,Casual
23.69305,Monday,Casual
96.13926666666667,Monday,Casual
12.994033333333334,Monday,Registered
5.772583333333333,Monday,Registered
22.74505,Monday,Registered
57.94955,Monday,Casual
107.00346666666667,Monday,Casual
77.74641666666666,Monday,Casual
3.89055,Monday,Registered
29.43885,Monday,Registered
60.84856666666666,Monday,Casual
57.19136666666667,Monday,Casual
14.091033333333334,Monday,Registered
33.3547,Monday,Casual
29.913116666666667,Monday,Registered
5.158366666666667,Monday,Registered
5.343,Monday,Registered
5.409033333333333,Monday,Registered
4.955183333333333,Monday,Registered
10.19675,Monday,Registered
14.191033333333333,Monday,Registered
13.729483333333333,Monday,Registered
9.440233333333333,Monday,Registered
4.610283333333333,Monday,Registered
18.596166666666665,Monday,Registered
17.707766666666668,Monday,Registered
3.6795166666666668,Monday,Registered
13.157616666666666,Monday,Registered
12.053933333333333,Monday,Registered
7.198266666666667,Monday,Registered
10.04325,Monday,Registered
11.508133333333333,Monday,Registered
10.336166666666667,Monday,Registered
6.99465,Monday,Registered
5.000416666666666,Monday,Registered
15.7578,Monday,Registered
4.5476833333333335,Monday,Registered
5.889016666666667,Monday,Registered
3.1242666666666667,Monday,Registered
4.885783333333333,Monday,Registered
19.5276,Monday,Registered
17.660933333333332,Monday,Registered
3.09415,Monday,Registered
8.402266666666666,Monday,Registered
25.771266666666666,Sunday,Registered
11.2807,Sunday,Registered
14.372583333333333,Sunday,Registered
8.56165,Sunday,Registered
22.786966666666668,Sunday,Registered
8.182966666666667,Sunday,Registered
8.209016666666667,Sunday,Registered
6.0869333333333335,Sunday,Registered
2.8266166666666668,Sunday,Registered
7.631316666666667,Sunday,Registered
18.530466666666666,Sunday,Casual
47.138416666666664,Sunday,Casual
11.148316666666666,Sunday,Registered
8.2104,Sunday,Registered
16.20815,Sunday,Registered
16.27735,Sunday,Registered
